"sekce","vyska","vzdalenost","100 ","125 ","160 ","200 ","250 ","315 ","400 ","500 ","630 ","800 ","1000 ","1250 ","1600 ","2000 ","2500 ","3150 ","4000 ","5000 "
"vegetace",1.5,7.5,-1.7,-5.6,-12.3,-8.0,6.3,6.1,2.0,-4.9,-5.0,-0.4,-2.5,-4.6,-2.2,1.1,1.0,0.9,-1.6,-1.7
"vegetace",1.5,15,-1.6,-6.5,-9.1,-13.5,-7.2,1.6,7.2,8.1,5.7,2.4,-4.9,-4.1,-3.4,-1.4,-3.9,-2.1,-5.3,-3.1
"vegetace",1.5,30,-1.4,-6.1,-7.6,-11.3,-8.5,0.0,4.4,6.4,4.6,3.2,0.8,-1.3,-5.9,-5.4,-7.7,-3.0,0.2,-2.9
"vegetace",4,7.5,-3.4,-4.1,3.7,2.7,0.7,-4.1,1.6,-2.5,-2.4,-2.7,-0.4,-1.7,2.7,1.2,1.2,4.9,4.0,2.7
"vegetace",4,15,-4.1,-10.5,-8.0,8.0,10.3,3.0,-0.5,-4.7,2.4,-0.4,-4.8,-3.5,-3.8,1.1,0.3,1.1,-1.5,-0.2
"vegetace",4,30,-3.8,-9.0,-10.3,-3.7,0.6,7.7,8.6,4.7,2.5,-4.7,-2.9,2.7,-2.2,-0.5,2.1,-1.1,-3.9,-5.5
"pas",1.5,7.5,-11.4,-19.1,-29.8,-28.0,-17.1,-17.8,-16.2,-19.0,-17.8,-19.2,-20.3,-20.1,-20.4,-18.6,-19.0,-22.0,-21.4,-21.6
"pas",1.5,15,-16.6,-25.2,-30.5,-36.6,-28.4,-23.6,-20.2,-19.9,-18.5,-20.1,-26.8,-25.0,-26.4,-26.7,-26.6,-29.5,-29.0,-28.9
"pas",1.5,30,-22.7,-31.2,-35.5,-40.9,-36.5,-32.7,-30.2,-28.2,-27.4,-27.7,-28.4,-27.4,-29.7,-31.5,-33.4,-32.6,-32.5,-36.0
"pas",4,7.5,-20.6,-32.0,-21.4,-14.9,-10.6,-18.9,-20.0,-18.6,-19.0,-19.4,-20.2,-24.1,-18.5,-14.8,-17.5,-17.9,-19.9,-23.5
"pas",4,15,-20.5,-31.5,-33.5,-24.2,-18.0,-20.3,-20.1,-23.8,-20.8,-23.8,-25.7,-27.5,-27.5,-22.6,-27.5,-27.5,-28.7,-28.2
"pas",4,30,-25.4,-34.6,-38.9,-34.7,-28.5,-25.9,-23.8,-25.4,-24.6,-31.5,-31.2,-30.2,-33.2,-32.2,-35.3,-36.4,-37.1,-37.8
