sekce,vzdalenost,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,LAeq
vegetace,7.5,-1.1,-2.6,-8.0,-9.3,1.0,13.0,6.3,-1.0,-5.0,-2.2,3.5,-4.0,-0.3,-1.0,-0.6,-2.3,-1.5,-2.3,15.6
vegetace,15,-1.5,-4.8,-7.5,-14.7,-7.0,-1.4,4.7,11.3,4.3,-0.3,-5.3,-4.0,2.2,-5.7,-3.3,-4.8,-3.1,-4.8,14.2
vegetace,30,-2.3,-6.4,-11.8,-17.0,-13.3,-6.8,-1.2,4.1,7.1,5.4,2.1,0.1,-2.5,-6.4,-8.0,-3.9,1.2,-1.6,12.8
pas,7.5,-11.9,-17.4,-25.8,-27.7,-18.1,-16.9,-13.2,-17.4,-19.1,-19.2,-18.4,-17.5,-17.4,-20.1,-19.3,-20.7,-19.2,-22.2,-5.1
pas,15,-16.8,-23.3,-27.9,-34.5,-25.5,-25.3,-22.5,-23.8,-21.2,-20.7,-24.0,-25.2,-23.8,-25.7,-27.5,-25.3,-24.9,-27.9,-10.8
pas,30,-23.3,-31.1,-38.5,-42.5,-37.0,-36.6,-31.7,-31.1,-28.5,-26.8,-27.6,-26.4,-26.7,-32.5,-35.1,-36.4,-32.5,-37.3,-17.2
vzdalenost,7.5,-10.8,-14.8,-17.8,-18.4,-19.1,-29.9,-19.5,-16.4,-14.1,-17.0,-21.9,-13.5,-17.1,-19.1,-18.7,-18.4,-17.7,-19.9,-4.1
vzdalenost,15,-15.3,-18.5,-20.4,-19.8,-18.5,-23.9,-27.2,-35.1,-25.5,-20.4,-18.7,-21.2,-26.0,-20.0,-24.2,-20.5,-21.8,-23.1,-8.1
vzdalenost,30,-21.0,-24.7,-26.7,-25.5,-23.7,-29.8,-30.5,-35.2,-35.6,-32.2,-29.7,-26.5,-24.2,-26.1,-27.1,-32.5,-33.7,-35.7,-14.4
