"sekce","vyska","vzdalenost","100 ","125 ","160 ","200 ","250 ","315 ","400 ","500 ","630 ","800 ","1000 ","1250 ","1600 ","2000 ","2500 ","3150 ","4000 ","5000 "
"vegetace",1.5,7.5,0.7,-1.9,-4.7,-9.0,6.1,9.2,5.7,-0.5,-3.3,0.5,2.6,-0.7,3.3,0.9,-0.1,3.1,1.9,2.8
"vegetace",1.5,15,-0.3,-0.7,-6.7,-4.5,-7.0,-2.4,4.7,6.8,6.5,1.5,-2.6,-4.7,-1.5,3.5,-0.6,-0.5,-5.5,-4.4
"vegetace",1.5,30,0.5,-0.7,-6.8,-12.5,-10.0,-5.4,0.1,3.7,3.2,1.9,-0.8,-1.6,-4.0,-3.2,-6.9,-4.2,-0.7,-3.6
"vegetace",4,7.5,-2.7,7.1,8.2,1.7,0.0,-3.4,5.8,-0.4,0.1,0.0,2.7,4.6,2.7,-4.3,-4.1,1.6,4.3,7.6
"vegetace",4,15,-2.1,-3.3,-8.3,5.8,7.1,3.7,0.9,-3.5,2.0,3.9,-4.9,-2.6,0.4,3.5,3.9,3.5,3.3,-2.4
"vegetace",4,30,-1.0,-2.4,-8.8,-5.0,-1.1,3.2,4.1,3.9,0.8,-2.5,-3.0,2.3,4.6,2.6,4.9,3.0,2.8,0.3
"pas",1.5,7.5,-9.0,-15.4,-22.2,-29.0,-17.3,-14.7,-12.5,-14.6,-16.1,-18.3,-15.2,-16.2,-14.9,-18.8,-20.1,-19.8,-17.9,-17.1
"pas",1.5,15,-15.3,-19.4,-28.1,-27.6,-28.2,-27.6,-22.7,-21.2,-17.7,-21.0,-24.5,-25.6,-24.5,-21.8,-23.3,-27.9,-29.2,-30.2
"pas",1.5,30,-20.8,-25.8,-34.7,-42.1,-38.0,-38.1,-34.5,-30.9,-28.8,-29.0,-30.0,-27.7,-27.8,-29.3,-32.6,-33.8,-33.4,-36.7
"pas",4,7.5,-19.9,-20.8,-16.9,-15.9,-11.3,-18.2,-15.8,-16.5,-16.5,-16.7,-17.1,-17.8,-18.5,-20.3,-22.8,-21.2,-19.6,-18.6
"pas",4,15,-18.5,-24.3,-33.8,-26.4,-21.2,-19.6,-18.7,-22.6,-21.2,-19.5,-25.8,-26.6,-23.3,-20.2,-23.9,-25.1,-23.9,-30.4
"pas",4,30,-22.6,-28.0,-37.4,-36.0,-30.2,-30.4,-28.3,-26.2,-26.3,-29.3,-31.3,-30.6,-26.4,-29.1,-32.5,-32.3,-30.4,-32.0
