"sekce","vyska","vzdalenost","100 ","125 ","160 ","200 ","250 ","315 ","400 ","500 ","630 ","800 ","1000 ","1250 ","1600 ","2000 ","2500 ","3150 ","4000 ","5000 "
"vegetace",1.5,7.5,-21.2,-21.9,-18.1,-14.8,-11.7,-19.6,-15.0,-17.1,-17.8,-17.5,-17.8,-17.3,-17.1,-21.0,-21.4,-19.5,-17.6,-19.3
"vegetace",1.5,15,-18.4,-24.8,-33.9,-26.3,-22.1,-21.5,-19.0,-26.0,-23.1,-22.6,-24.3,-19.8,-19.6,-22.5,-24.5,-23.4,-21.8,-25.3
"vegetace",1.5,30,-23.3,-29.4,-39.7,-34.8,-30.5,-32.2,-27.3,-28.2,-28.0,-30.4,-31.6,-31.3,-28.1,-33.1,-34.0,-33.9,-30.7,-32.9
"vegetace",4,7.5,-8.6,5.2,5.7,4.2,0.7,-4.4,1.4,1.8,-1.9,1.0,1.0,1.0,1.1,1.6,0.6,1.1,-0.6,0.3
"vegetace",4,15,-5.2,-7.4,-7.7,6.8,7.3,2.7,-2.3,-3.5,5.0,0.8,-1.8,-4.3,0.4,0.6,-0.2,-2.2,-4.7,-4.2
"vegetace",4,30,-7.3,-6.7,-10.5,-8.7,-2.2,3.8,8.5,8.1,1.4,-2.7,-3.5,4.7,-3.9,-3.8,-2.6,-4.8,-6.3,-7.5
"pas",1.5,7.5,-15.8,-19.5,-22.6,-25.5,-17.8,-17.1,-14.4,-16.1,-17.5,-18.9,-17.6,-17.0,-15.9,-20.0,-18.8,-19.0,-17.9,-20.1
"pas",1.5,15,-17.9,-22.8,-29.3,-33.3,-28.8,-26.4,-21.4,-20.9,-17.6,-19.7,-23.9,-23.4,-22.0,-23.5,-25.4,-26.2,-26.4,-29.3
"pas",1.5,30,-25.6,-30.3,-36.4,-41.6,-36.7,-36.9,-30.2,-29.9,-29.5,-28.5,-26.2,-25.6,-27.3,-30.5,-35.1,-32.5,-30.0,-39.0
"pas",4,7.5,-26.6,-23.0,-21.6,-14.7,-11.4,-20.3,-18.1,-16.8,-19.1,-18.0,-19.4,-22.4,-20.9,-18.8,-20.8,-24.8,-22.9,-23.8
"pas",4,15,-22.7,-30.0,-34.7,-25.6,-19.9,-20.9,-20.3,-23.8,-20.4,-20.2,-23.4,-25.8,-24.2,-28.9,-30.6,-30.6,-30.2,-30.2
"pas",4,30,-28.9,-32.5,-38.7,-36.4,-29.2,-30.0,-25.3,-25.6,-27.2,-28.5,-29.8,-28.6,-30.6,-34.6,-35.2,-35.3,-35.3,-39.0
