"sekce","vyska","vzdalenost","100 ","125 ","160 ","200 ","250 ","315 ","400 ","500 ","630 ","800 ","1000 ","1250 ","1600 ","2000 ","2500 ","3150 ","4000 ","5000 "
"vegetace",1.5,7.5,-1.2,-1.3,-1.7,6.6,1.8,-1.6,-2.3,-2.1,0.8,1.7,-1.9,1.7,-5.2,-0.9,1.1,-1.5,-3.4,-3.4
"vegetace",1.5,15,-3.8,-4.6,-7.2,-0.7,5.9,2.8,0.9,-0.3,-1.4,-0.7,0.4,3.4,-1.7,-2.7,-4.2,-6.1,-6.6,-6.9
"vegetace",1.5,30,-7,-9.3,-9.9,-1.2,7.9,3.8,1.5,0.4,0,-0.5,-2.2,-3.4,-6,-10.2,-6.7,-0.8,-11.3,-12.9
"pas",1.5,7.5,-14.1,-19.6,-24.8,-23.3,-18.3,-19.1,-15.6,-17.3,-17.7,-18.8,-18,-17.7,-20.5,-22.7,-20.8,-22.4,-23,-24.9
"pas",1.5,15,-21.8,-27,-34,-32.1,-26.2,-26.6,-22.5,-22.6,-21.7,-21,-20.8,-22.7,-25.5,-26.1,-28.8,-32.2,-29.7,-32.8
"pas",1.5,30,-30.2,-37.7,-44.6,-41.5,-34.2,-34.7,-31.4,-31.4,-29.5,-28.5,-28.3,-26.7,-29,-38.4,-38.9,-37.3,-40,-45.5
"vegetace",4,7.5,0.6,2.7,1.7,-1.1,-2.1,0,-1,-1.3,0.2,0.2,0.3,1.2,0.5,-0.9,0.2,3.5,-0.6,-0.1
"vegetace",4,15,-4.4,-3.5,4.9,4.9,0.7,-2,-3.2,0.8,0.4,-1,2.8,0,-0.6,3.1,3.9,-0.2,-1.9,-6.5
"vegetace",4,30,-5.3,-5.1,0.3,6.6,5,2.5,0.3,-1.7,-2.7,-2.5,-0.1,-1.1,-5.1,1.6,-4,-6.4,-8.7,-8.2
"pas",4,7.5,-24.5,-23.3,-18.6,-16.4,-13.6,-19.6,-19.2,-17.4,-18.7,-18,-19.6,-23.3,-21.4,-20.2,-20.2,-24.3,-20.8,-26.5
"pas",4,15,-25.4,-31.1,-30.9,-24.5,-19.4,-22.5,-22,-24.5,-24,-21.9,-23.8,-24.4,-26.3,-29.1,-30.7,-34.8,-32.5,-36.1
"pas",4,30,-31.3,-37.1,-37.7,-33,-27,-28.2,-25.9,-27.8,-28,-29.6,-32.8,-30.5,-31.6,-35.1,-40.4,-41.8,-41.2,-43.8
