"sekce","vyska","vzdalenost","100 ","125 ","160 ","200 ","250 ","315 ","400 ","500 ","630 ","800 ","1000 ","1250 ","1600 ","2000 ","2500 ","3150 ","4000 ","5000 "
"vegetace",1.5,7.5,-1.2,-2.5,-3.7,-9.1,4.2,6.6,2.1,-1.8,-3.0,-1.0,0.2,-1.7,2.9,1.0,1.6,3.4,-1.5,-0.4
"vegetace",1.5,15,-2.9,-4.3,-7.0,-8.5,-4.3,0.1,3.5,6.5,4.0,1.2,-2.0,-7.0,-1.8,-0.3,-6.4,1.1,-5.9,-4.5
"vegetace",1.5,30,-2.7,-5.7,-10.9,-13.6,-10.1,-4.5,0.9,5.6,3.6,1.5,-0.1,-3.5,-4.7,-5.2,-10.4,-8.3,-5.1,-8.7
"vegetace",4,7.5,-4.5,6.3,3.9,-0.2,-1.9,-1.8,2.7,-2.7,0.5,-1.5,0.3,0.5,-0.5,-2.0,-1.7,0.0,1.1,1.4
"vegetace",4,15,-4.1,-5.0,-4.2,2.8,7.9,2.8,-0.7,-4.1,-0.8,2.6,-5.1,-3.2,-6.0,-2.8,-3.0,-2.8,-2.8,-0.2
"vegetace",4,30,-4.2,-7.1,-10.4,-7.6,-1.9,4.4,5.6,6.2,1.9,-3.0,-4.2,1.3,-0.7,-3.3,-0.5,-3.6,-6.3,-10.6
"pas",1.5,7.5,-10.9,-16.0,-21.2,-29.1,-19.2,-17.3,-16.1,-15.9,-15.8,-19.8,-17.6,-17.2,-15.3,-18.7,-18.4,-19.5,-21.3,-20.3
"pas",1.5,15,-17.9,-23.0,-28.4,-31.6,-25.5,-25.1,-23.9,-21.5,-20.2,-21.3,-23.9,-27.9,-24.8,-25.6,-29.1,-26.3,-29.6,-30.3
"pas",1.5,30,-24.0,-30.8,-38.8,-43.2,-38.1,-37.2,-33.7,-29.0,-28.4,-29.4,-29.3,-29.6,-28.5,-31.3,-36.1,-37.9,-37.8,-41.8
"pas",4,7.5,-21.7,-21.6,-21.2,-17.8,-13.2,-16.6,-18.9,-18.8,-16.1,-18.2,-19.5,-21.9,-21.7,-18.0,-20.4,-22.8,-22.8,-24.8
"pas",4,15,-20.5,-26.0,-29.7,-29.4,-20.4,-20.5,-20.3,-23.2,-24.0,-20.8,-26.0,-27.2,-29.7,-26.5,-30.8,-31.4,-30.0,-28.2
"pas",4,30,-25.8,-32.7,-39.0,-38.6,-31.0,-29.2,-26.8,-23.9,-25.2,-29.8,-32.5,-31.6,-31.7,-35.0,-37.9,-38.9,-39.5,-42.9
